engagement_id,participant_id,activity_type,timestamp,duration_minutes
54,30,login,2025-05-06T20:17:39.354085,28
55,90,forum_post,2025-03-20T23:15:39.964605,38
56,54,quiz_attempt,2025-04-21T19:02:59.864313,115
57,73,video_watch,2024-10-01T09:55:07.706065,
58,48,login,2024-07-09T09:49:08.984968,55
59,21,quiz_attempt,2025-02-28T09:41:23.806483,
60,74,video_watch,2024-09-16T02:11:51.947597,12
61,87,forum_post,2024-12-03T18:28:26.325221,70
62,17,forum_post,2024-11-07T23:59:49.454674,22
63,2,login,2024-12-06T16:00:12.289353,67
64,71,quiz_attempt,2025-02-20T08:15:08.038173,
65,28,video_watch,2024-07-06T01:46:54.008426,
66,12,course_view,2025-06-06T13:19:47.166632,
67,79,forum_post,2025-04-10T07:32:30.904609,119
68,4,video_watch,2025-04-13T18:22:32.690299,31
69,96,video_watch,2025-01-25T03:11:08.475208,
70,66,course_view,2025-02-25T15:52:16.094895,37
71,18,course_view,2025-03-31T05:27:00.273944,1
72,62,login,2025-05-25T15:11:24.649495,
73,79,forum_post,2024-06-30T22:54:32.665057,57
74,37,forum_post,2025-02-06T20:52:33.940157,
75,36,video_watch,2025-06-03T13:28:30.210288,
76,63,quiz_attempt,2025-02-07T13:10:04.814512,111
77,100,login,2025-01-03T21:09:47.760736,51
78,77,login,2025-05-08T09:42:10.077788,29
79,16,quiz_attempt,2025-02-25T09:22:48.339964,
80,50,course_view,2024-06-18T17:38:57.311326,
81,55,login,2024-09-04T02:24:11.661651,23
82,8,video_watch,2025-02-27T10:39:13.192109,65
83,73,quiz_attempt,2025-02-11T06:16:10.242323,18
84,31,quiz_attempt,2024-09-21T12:44:41.297265,
85,94,course_view,2024-12-05T14:50:01.696376,65
86,8,quiz_attempt,2024-10-04T08:05:06.306274,
87,1,forum_post,2024-06-20T10:31:44.957216,51
88,11,quiz_attempt,2025-06-13T05:36:21.769269,114
89,89,forum_post,2025-04-07T18:35:33.093515,
90,93,quiz_attempt,2024-10-05T23:44:18.081142,
91,26,video_watch,2025-03-20T06:13:20.658140,18
92,58,forum_post,2025-03-21T01:26:29.762644,41
93,73,course_view,2025-02-01T19:52:45.877102,51
94,20,forum_post,2024-12-04T06:47:14.752901,59
95,42,quiz_attempt,2024-06-29T22:04:04.871115,33
96,84,login,2025-04-06T07:08:06.086859,58
97,13,quiz_attempt,2024-12-12T20:37:06.302484,15
98,75,video_watch,2024-09-28T13:11:30.674759,27
99,58,forum_post,2025-05-06T16:31:14.989915,
100,26,quiz_attempt,2025-02-14T00:18:46.808274,77
101,46,video_watch,2025-02-11T11:59:44.755329,
102,85,forum_post,2024-09-13T10:47:08.067449,7
103,2,course_view,2024-12-11T16:28:33.365835,
104,82,forum_post,2025-03-31T10:25:51.723907,
105,64,forum_post,2025-05-29T00:41:01.512005,114
106,82,quiz_attempt,2025-02-19T16:06:10.621353,16
107,1,video_watch,2025-05-10T00:02:49.830359,76
108,81,video_watch,2024-08-08T20:02:12.905997,114
109,71,course_view,2024-10-05T04:22:33.643651,10
110,43,quiz_attempt,2024-06-29T02:56:08.277922,66
111,45,quiz_attempt,2025-05-29T16:28:40.759913,85
112,27,forum_post,2025-04-24T15:25:34.313461,115
113,38,course_view,2025-02-05T13:04:05.859042,65
114,88,quiz_attempt,2024-11-04T11:13:33.815834,
115,22,quiz_attempt,2024-09-20T15:16:11.396497,
116,29,course_view,2024-09-21T10:02:28.390183,57
117,90,forum_post,2024-12-13T16:04:05.282612,48
118,13,course_view,2025-02-11T23:06:35.096460,86
119,98,video_watch,2024-10-03T03:37:53.746292,112
120,51,login,2025-05-09T10:18:46.078397,70
121,62,forum_post,2024-09-09T11:25:58.205957,
122,74,video_watch,2024-12-10T00:43:28.202832,64
123,47,video_watch,2024-11-24T04:05:58.129841,88
124,35,video_watch,2024-10-04T12:18:17.349922,
125,19,quiz_attempt,2024-08-17T17:08:52.282903,4
126,69,login,2025-01-20T01:56:37.125083,90
127,32,quiz_attempt,2025-05-06T02:18:34.385644,80
128,19,forum_post,2025-02-01T07:55:54.556625,19
129,9,course_view,2024-11-14T19:07:20.535926,52
130,7,video_watch,2024-08-02T19:20:40.412332,
131,65,forum_post,2024-08-22T04:17:05.235645,95
132,50,login,2025-04-26T18:47:36.998024,111
133,45,course_view,2025-02-26T21:32:28.285479,
134,37,quiz_attempt,2025-04-04T06:18:27.227109,27
135,12,course_view,2025-01-15T09:02:50.771505,114
136,68,quiz_attempt,2025-02-27T03:59:25.161512,46
137,71,course_view,2025-04-07T15:19:59.456602,
138,98,course_view,2024-12-14T06:07:44.773367,
139,41,quiz_attempt,2025-02-12T01:02:23.739168,65
140,94,course_view,2024-06-21T02:10:44.810009,79
141,88,course_view,2025-01-10T09:37:08.472008,28
142,51,login,2025-02-15T09:09:48.821292,
143,60,course_view,2024-06-28T15:53:02.621480,85
144,45,course_view,2024-12-10T12:45:07.863751,
145,71,video_watch,2024-12-11T08:24:18.055412,13
146,70,course_view,2025-01-08T21:21:54.593289,
147,46,quiz_attempt,2024-12-08T17:21:02.726743,78
148,9,login,2024-10-18T18:37:22.107141,26
149,60,forum_post,2024-09-24T11:53:50.046633,
150,26,quiz_attempt,2025-01-16T23:50:22.217385,29
151,11,course_view,2025-04-08T01:40:45.970899,
152,100,quiz_attempt,2024-11-21T01:44:45.576074,
153,100,course_view,2025-01-05T05:37:25.386893,
154,71,course_view,2025-06-14T11:16:01.366504,
155,70,login,2025-02-08T19:38:10.693447,1
156,40,forum_post,2024-12-28T09:23:23.807017,
157,30,quiz_attempt,2025-01-02T07:38:07.765440,52
158,2,course_view,2024-11-25T08:05:26.744404,26
159,67,login,2024-10-13T15:57:23.520480,14
160,23,forum_post,2025-06-03T03:59:19.654709,
161,11,course_view,2025-03-25T22:14:15.788741,
162,10,quiz_attempt,2024-12-01T20:26:20.530067,36
163,44,forum_post,2024-10-14T17:31:44.643649,
164,47,video_watch,2025-01-29T07:07:18.520667,29
165,31,course_view,2025-04-19T06:59:56.514310,
166,15,quiz_attempt,2025-03-10T22:38:41.322880,87
167,48,course_view,2025-02-01T18:17:12.233929,110
168,10,quiz_attempt,2024-12-01T23:29:57.637396,50
169,53,video_watch,2024-08-21T10:42:54.093402,
170,59,video_watch,2024-12-11T03:59:29.525453,
171,50,course_view,2025-03-04T14:26:24.264100,
172,77,video_watch,2025-04-23T01:04:31.572857,54
173,68,video_watch,2024-09-11T09:48:45.869061,81
174,88,video_watch,2025-06-10T01:50:40.337295,87
175,23,video_watch,2024-08-15T16:02:22.675461,34
176,80,course_view,2024-11-14T03:13:45.952083,
177,24,quiz_attempt,2024-10-30T12:15:06.344773,26
178,72,quiz_attempt,2024-06-17T07:01:53.790427,2
179,24,quiz_attempt,2024-11-30T06:53:21.242620,6
180,83,course_view,2024-12-23T08:41:24.761997,88
181,50,quiz_attempt,2025-05-03T14:33:14.746623,
182,73,course_view,2025-05-31T05:10:09.756839,
183,42,course_view,2024-10-30T22:30:50.306980,
184,25,course_view,2024-12-28T20:51:24.268771,
185,43,quiz_attempt,2024-10-23T06:27:24.819443,47
186,46,login,2024-07-28T02:25:37.287022,
187,7,forum_post,2024-10-26T19:17:00.166409,
188,53,course_view,2025-04-12T17:19:22.718695,
189,24,forum_post,2024-10-30T21:19:18.767756,108
190,82,video_watch,2025-01-24T21:49:03.647535,
191,98,video_watch,2025-06-10T06:24:23.293189,48
192,97,quiz_attempt,2024-09-19T08:44:26.809994,20
193,93,forum_post,2024-08-01T10:56:21.939789,
194,83,login,2024-09-16T07:55:14.539816,
195,32,quiz_attempt,2025-06-09T03:59:42.988846,91
196,44,course_view,2024-08-21T03:03:32.743474,85
197,58,login,2024-07-12T10:37:07.802845,103
198,59,login,2024-09-03T19:22:11.986132,109
199,30,video_watch,2025-06-12T17:14:38.188601,102
200,5,forum_post,2024-07-24T15:29:12.435430,80
201,21,forum_post,2025-05-06T15:08:03.119158,90
202,73,forum_post,2024-08-20T12:07:49.862008,15
203,5,login,2025-05-17T07:15:36.448075,2
204,85,video_watch,2024-07-05T16:45:49.744277,107
205,3,forum_post,2024-11-13T02:38:57.030651,114
206,3,video_watch,2025-04-13T15:05:23.873138,95
207,30,forum_post,2024-08-10T21:27:24.537526,49
208,46,course_view,2024-07-16T21:41:09.495711,
209,20,forum_post,2025-04-01T20:06:03.265585,76
210,9,forum_post,2024-08-24T04:44:52.357183,
211,15,video_watch,2024-07-05T20:30:06.152168,87
212,9,forum_post,2024-09-22T09:29:09.981101,19
213,97,quiz_attempt,2024-06-25T10:06:48.588628,
214,20,course_view,2024-10-02T05:20:02.719962,
215,64,login,2025-04-19T22:17:18.601225,13
216,76,course_view,2024-08-25T05:50:16.138421,94
217,96,forum_post,2025-05-05T15:57:09.028359,42
218,52,quiz_attempt,2024-06-21T20:38:25.148374,21
219,36,video_watch,2025-05-25T13:07:21.307586,3
220,56,forum_post,2024-12-29T08:28:57.477061,78
221,50,course_view,2025-04-21T02:41:07.152341,
222,95,course_view,2024-08-28T05:53:59.612018,106
223,54,forum_post,2025-06-10T18:08:51.594733,19
224,97,course_view,2024-11-08T01:46:11.476953,80
225,66,forum_post,2024-08-26T19:48:55.463809,104
226,40,forum_post,2024-10-18T02:51:56.096744,
227,56,forum_post,2025-05-27T01:24:00.646781,60
228,76,quiz_attempt,2025-04-25T09:42:15.956257,95
229,21,quiz_attempt,2024-08-15T23:03:16.815257,117
230,17,video_watch,2024-09-15T13:27:42.456774,
231,13,forum_post,2024-09-19T14:51:59.775055,
232,93,video_watch,2024-10-28T16:24:03.619172,
233,7,login,2025-01-27T02:16:25.275509,108
234,48,forum_post,2025-03-17T22:39:26.570364,38
235,29,forum_post,2024-09-26T21:23:58.522337,68
236,2,login,2025-01-04T12:11:53.262621,45
237,49,video_watch,2024-10-26T11:18:07.059727,
238,26,forum_post,2024-11-06T22:35:13.441146,70
239,7,course_view,2025-04-16T07:07:23.305600,21
240,73,video_watch,2025-03-12T23:10:35.166011,
241,77,video_watch,2025-02-01T13:16:51.048449,54
242,83,login,2024-10-10T02:37:44.730270,43
243,49,forum_post,2024-09-29T09:51:21.684714,103
244,57,course_view,2024-12-30T22:48:08.449921,
245,35,quiz_attempt,2024-09-14T17:56:40.231709,
246,73,login,2024-07-06T07:16:46.389634,1
247,46,course_view,2025-05-30T06:35:59.146033,112
248,79,quiz_attempt,2025-03-23T00:39:59.738902,81
249,11,forum_post,2024-09-11T02:10:00.490841,68
250,29,course_view,2024-12-13T14:00:09.966247,1
251,28,forum_post,2025-03-03T00:40:55.073107,32
252,21,course_view,2024-08-22T15:55:50.670962,33
253,6,video_watch,2025-03-11T04:36:20.060210,35
254,6,course_view,2024-11-21T06:44:14.635610,116
255,29,login,2024-07-12T05:33:39.751023,42
256,52,video_watch,2025-03-06T00:25:17.897977,71
257,72,login,2025-03-14T03:54:27.533576,116
258,74,video_watch,2025-01-23T07:56:13.071274,15
259,89,forum_post,2025-04-02T18:04:39.984525,
260,26,forum_post,2025-06-01T13:02:27.357267,
261,54,video_watch,2025-02-16T22:38:06.417667,3
262,47,login,2025-05-08T20:06:06.181825,118
263,82,video_watch,2024-10-14T15:56:41.070534,59
264,57,login,2024-10-20T03:21:21.982870,44
265,26,quiz_attempt,2025-05-23T08:02:36.940845,93
266,35,course_view,2025-03-12T08:06:13.567978,
267,34,login,2024-08-04T03:38:43.539876,13
268,70,login,2024-11-30T21:28:27.095384,101
269,19,login,2024-12-11T05:52:22.597002,44
270,9,quiz_attempt,2025-02-03T23:00:27.600851,
271,94,course_view,2025-04-09T04:41:01.171315,106
272,74,video_watch,2024-08-29T11:28:25.158299,
273,7,forum_post,2025-06-13T19:23:22.579673,68
274,88,forum_post,2025-01-11T11:39:49.229169,
275,60,forum_post,2024-10-23T11:11:58.111876,116
276,100,quiz_attempt,2024-09-22T23:23:49.217214,16
277,30,video_watch,2024-11-20T06:25:55.225767,114
278,47,video_watch,2024-12-09T00:12:40.879180,
279,2,login,2024-10-14T17:55:32.669716,66
280,42,login,2024-11-16T01:19:24.657327,15
281,27,quiz_attempt,2024-10-19T08:51:54.199361,59
282,30,login,2025-02-17T20:36:47.681896,2
283,69,course_view,2025-01-09T06:59:47.588486,91
284,48,video_watch,2024-12-06T18:26:43.386383,86
285,2,quiz_attempt,2025-04-15T22:23:29.209235,105
286,94,video_watch,2025-04-11T04:11:38.560307,43
287,22,quiz_attempt,2024-08-20T22:49:46.825852,111
288,26,login,2024-10-12T06:15:44.068724,
289,6,course_view,2024-11-18T13:28:28.866914,41
290,99,course_view,2025-03-13T23:23:14.780466,
291,58,video_watch,2024-06-29T04:44:59.928837,86
292,86,quiz_attempt,2024-10-19T03:04:48.059005,25
293,17,login,2025-01-27T16:27:28.626570,11
294,96,quiz_attempt,2024-08-14T10:47:14.485105,
295,99,video_watch,2024-09-08T15:09:41.659402,78
296,69,quiz_attempt,2025-02-18T19:19:19.572374,40
297,21,video_watch,2024-06-21T17:35:39.718462,
298,57,forum_post,2024-12-23T21:56:32.493199,
299,7,video_watch,2024-12-02T04:09:24.892060,
300,36,video_watch,2024-07-01T05:56:13.851818,27
301,78,forum_post,2024-06-27T13:43:35.359138,32
302,82,video_watch,2024-08-20T08:48:47.898931,24
303,19,course_view,2025-03-02T03:12:15.048639,
304,86,video_watch,2024-12-09T06:42:50.521630,
305,9,video_watch,2024-12-20T12:37:13.037306,27
306,29,login,2024-10-05T00:41:29.936466,
307,64,forum_post,2025-04-29T11:33:00.587203,106
308,98,video_watch,2024-07-12T03:09:12.600326,
309,90,login,2025-01-28T11:53:55.212802,
310,33,quiz_attempt,2024-10-18T00:43:35.134439,92
311,84,course_view,2024-10-29T18:34:50.502768,99
312,23,course_view,2024-07-03T21:58:27.552165,46
313,62,course_view,2025-04-23T09:47:13.916086,
314,71,course_view,2024-10-25T13:02:17.090333,
315,26,video_watch,2024-08-17T05:20:02.126156,
316,57,login,2025-01-07T11:04:50.983264,49
317,60,video_watch,2024-11-02T08:42:54.929497,62
318,31,course_view,2025-05-11T06:47:20.619592,47
319,50,quiz_attempt,2024-08-04T16:54:13.072504,117
320,69,login,2024-11-17T09:11:44.141381,
321,41,course_view,2024-07-27T22:51:12.346165,86
322,63,login,2024-09-29T07:20:42.962381,43
323,6,course_view,2025-01-31T12:56:39.952699,12
324,72,login,2024-09-12T05:08:39.658728,61
325,86,login,2024-11-24T16:31:52.412337,42
326,15,video_watch,2025-04-27T01:02:14.695786,
327,71,quiz_attempt,2024-08-14T10:57:16.766327,93
328,14,course_view,2024-12-23T03:01:36.252499,
329,12,quiz_attempt,2024-07-07T18:55:50.575690,89
330,7,video_watch,2024-12-30T02:06:28.162587,94
331,80,quiz_attempt,2024-08-02T19:26:23.294479,76
332,32,quiz_attempt,2024-10-23T17:37:00.125904,
333,71,forum_post,2025-06-03T02:11:00.745015,
334,20,course_view,2025-01-05T15:34:44.402178,13
335,8,video_watch,2025-02-04T11:34:13.086311,
336,62,video_watch,2024-12-24T20:06:44.845712,
337,26,login,2025-01-28T12:02:05.275657,
338,62,quiz_attempt,2024-09-16T09:12:31.473039,104
339,45,video_watch,2025-02-06T21:54:29.338316,59
340,70,login,2024-10-25T19:16:32.118680,114
341,74,forum_post,2024-11-17T23:34:15.202780,118
342,94,video_watch,2025-04-18T14:26:09.796254,71
343,2,video_watch,2025-01-20T04:26:00.907706,91
344,25,video_watch,2024-10-07T04:35:52.480113,106
345,16,forum_post,2024-11-15T23:30:42.663324,97
346,44,forum_post,2024-12-04T09:55:36.862090,70
347,77,login,2025-03-25T18:44:11.704914,
348,10,video_watch,2025-04-01T21:32:52.164241,107
349,21,video_watch,2025-01-11T07:24:39.931559,3
350,31,quiz_attempt,2024-09-06T14:33:45.184850,36
351,14,forum_post,2025-01-11T09:49:20.280828,88
352,50,course_view,2025-03-29T20:50:58.287931,117
353,30,quiz_attempt,2024-09-16T17:18:04.554971,116
354,89,video_watch,2024-10-29T23:35:56.252494,86
355,2,quiz_attempt,2024-12-03T12:22:25.267778,39
356,17,video_watch,2024-12-05T00:39:13.138108,80
357,97,video_watch,2024-08-08T09:01:21.439008,
358,89,forum_post,2025-04-16T06:57:49.500799,19
359,34,quiz_attempt,2025-01-16T23:24:47.982438,74
360,57,quiz_attempt,2025-03-10T14:30:37.912866,85
361,23,quiz_attempt,2025-03-29T17:40:37.296582,117
362,57,forum_post,2024-12-31T03:49:01.175193,97
363,52,forum_post,2024-12-24T15:57:40.834511,77
364,71,video_watch,2025-05-26T15:31:29.025118,38
365,72,quiz_attempt,2025-03-31T11:07:53.568724,21
366,68,login,2025-04-17T09:50:48.527214,
367,84,forum_post,2024-10-12T15:35:52.097015,
368,92,video_watch,2024-10-24T08:28:24.695266,113
369,22,login,2025-04-07T22:29:53.880599,86
370,70,video_watch,2025-04-05T08:58:38.709222,35
371,40,quiz_attempt,2025-05-16T05:32:38.463341,22
372,8,login,2024-09-27T13:18:59.092320,13
373,46,video_watch,2025-05-13T22:29:23.504373,71
374,20,course_view,2025-05-08T22:44:36.136274,92
375,36,course_view,2025-02-05T07:00:15.437055,115
376,44,course_view,2024-10-01T00:08:28.727065,116
377,81,forum_post,2025-03-03T05:16:28.896239,120
378,74,quiz_attempt,2025-02-27T16:49:24.054721,63
379,78,video_watch,2024-06-20T23:30:51.240396,
380,77,forum_post,2025-05-10T14:29:50.467055,
381,7,course_view,2025-05-14T07:25:24.990850,91
382,27,login,2025-03-17T10:04:35.832435,88
383,26,course_view,2025-01-27T11:43:46.585398,
384,47,course_view,2024-12-30T11:41:52.200982,
385,79,quiz_attempt,2025-02-26T20:32:41.475681,
386,8,forum_post,2024-12-09T00:39:51.896833,
387,47,login,2024-11-21T04:03:25.875455,
388,95,forum_post,2024-11-09T09:05:42.296040,
389,47,forum_post,2025-05-15T04:19:11.053748,
390,37,video_watch,2025-04-25T22:09:56.841908,20
391,13,course_view,2025-06-03T07:16:48.304640,95
392,61,course_view,2024-09-13T16:30:59.338085,44
393,40,course_view,2025-01-04T07:38:45.222645,51
394,86,course_view,2024-11-07T22:26:50.630076,
395,70,forum_post,2024-07-19T19:35:12.585272,
396,47,forum_post,2025-01-31T07:34:23.949939,59
397,38,quiz_attempt,2025-04-09T00:51:37.151024,
398,42,course_view,2024-11-24T19:44:16.404339,37
399,11,video_watch,2025-01-24T10:25:33.218557,88
400,36,forum_post,2025-04-21T14:32:46.340237,
401,22,quiz_attempt,2024-07-19T23:50:53.315493,20
402,52,quiz_attempt,2024-07-14T10:25:16.616622,78
403,60,quiz_attempt,2025-01-15T08:40:54.810954,82
404,91,video_watch,2024-12-20T12:01:01.269618,32
405,76,video_watch,2024-12-18T00:21:11.465772,11
406,79,quiz_attempt,2024-06-23T16:30:36.554653,
407,1,forum_post,2025-01-14T02:34:58.601133,
408,54,course_view,2024-11-09T01:05:43.645113,88
409,25,video_watch,2025-05-13T04:30:14.230266,48
410,38,video_watch,2024-12-17T09:51:39.401164,33
411,100,forum_post,2025-02-25T03:44:22.935977,58
412,98,forum_post,2025-01-09T17:33:10.523557,49
413,18,forum_post,2025-05-22T05:16:32.960524,80
414,63,forum_post,2024-07-15T13:42:01.771029,79
415,27,course_view,2024-10-19T01:20:55.344045,99
416,7,course_view,2024-07-02T02:02:04.535175,26
417,51,course_view,2025-01-28T13:43:36.564090,16
418,83,quiz_attempt,2025-01-17T19:11:44.482686,53
419,58,quiz_attempt,2025-06-05T07:05:11.351849,
420,45,quiz_attempt,2025-05-10T01:31:04.238602,117
421,5,forum_post,2024-07-03T01:15:39.664668,8
422,62,quiz_attempt,2024-07-04T20:27:27.881778,9
423,94,quiz_attempt,2024-11-24T09:27:09.197742,92
424,43,forum_post,2024-07-28T10:03:14.456736,65
425,80,course_view,2025-02-25T04:42:24.805745,68
426,60,video_watch,2025-02-19T05:09:55.146489,
427,53,video_watch,2025-06-10T14:41:08.199296,105
428,51,forum_post,2024-11-28T22:28:12.170267,16
429,47,video_watch,2025-01-01T18:55:28.990593,22
430,49,login,2024-08-10T10:37:13.633717,83
431,5,quiz_attempt,2024-10-02T06:14:01.691024,9
432,60,video_watch,2024-12-24T22:36:22.825683,112
433,44,forum_post,2024-10-20T06:22:13.056025,
434,66,quiz_attempt,2025-05-09T07:27:34.827672,5
435,52,login,2025-01-26T01:31:53.883424,62
436,94,video_watch,2024-11-16T23:27:47.908396,56
437,3,forum_post,2025-06-08T07:12:41.792642,53
438,65,login,2024-09-09T17:30:23.608808,69
439,36,login,2025-03-26T10:45:48.239426,
440,21,forum_post,2024-06-26T10:17:23.475999,
441,68,video_watch,2024-09-04T07:53:51.246090,82
442,58,login,2024-10-11T01:14:47.164954,
443,75,login,2024-12-31T00:07:18.437101,56
444,29,login,2025-05-08T22:43:49.890159,109
445,12,course_view,2024-07-09T13:11:13.089205,27
446,89,video_watch,2024-11-01T23:17:55.138021,
447,88,login,2024-08-03T07:45:07.398763,
448,14,login,2024-10-15T21:04:57.761827,103
449,94,quiz_attempt,2025-04-04T07:13:35.350714,
450,45,login,2025-02-17T18:34:24.126633,
451,41,login,2025-06-06T07:15:55.388547,
452,1,video_watch,2024-11-11T21:23:47.144796,
453,71,course_view,2025-02-11T18:09:15.351503,5
454,16,forum_post,2025-04-17T15:51:29.245831,
455,57,login,2025-05-03T03:34:34.300434,
456,72,forum_post,2025-05-08T17:04:49.107296,72
457,48,course_view,2025-02-15T03:54:15.391458,6
458,35,course_view,2024-08-08T05:25:06.094012,95
459,60,login,2025-03-09T06:43:01.484475,84
460,15,quiz_attempt,2025-01-21T07:07:44.827676,45
461,36,course_view,2025-04-25T16:07:08.814770,
462,53,quiz_attempt,2025-02-20T07:15:35.592980,54
463,24,video_watch,2025-02-05T20:55:25.563609,59
464,100,video_watch,2024-12-23T03:40:50.656411,108
465,99,forum_post,2024-08-23T02:15:24.262655,104
466,83,video_watch,2024-12-25T23:31:56.962952,47
467,93,quiz_attempt,2024-09-21T21:51:09.685922,103
468,14,video_watch,2025-02-13T19:46:00.390054,
469,38,quiz_attempt,2025-03-01T22:48:59.279000,
470,27,forum_post,2025-06-03T14:07:12.701206,63
471,75,video_watch,2025-02-03T21:38:49.350398,
472,15,login,2025-04-29T16:19:23.221501,77
473,45,forum_post,2024-10-25T01:28:59.915783,
474,74,forum_post,2024-11-23T22:28:21.718288,103
475,14,video_watch,2024-11-30T08:23:36.976493,52
476,85,video_watch,2025-02-12T21:38:07.104516,85
477,100,login,2024-08-03T05:47:35.945518,91
478,39,video_watch,2025-01-13T13:02:05.196874,2
479,36,forum_post,2024-07-03T04:32:25.024264,
480,32,forum_post,2025-03-24T02:01:42.871842,39
481,97,quiz_attempt,2024-08-26T01:35:13.444591,
482,19,course_view,2025-01-30T01:23:40.297631,103
483,10,forum_post,2024-08-28T05:16:54.033528,96
484,64,video_watch,2024-07-20T11:42:09.835327,68
485,68,forum_post,2025-01-05T23:00:19.721933,
486,80,quiz_attempt,2025-02-11T08:01:26.185548,74
487,87,video_watch,2024-10-07T23:16:16.969831,
488,48,login,2025-05-19T23:20:25.788098,
489,54,course_view,2024-12-28T19:02:52.081082,35
490,51,video_watch,2024-08-27T11:32:09.323015,75
491,19,course_view,2025-04-14T07:46:15.792200,66
492,89,quiz_attempt,2025-03-22T15:32:33.533923,
493,89,course_view,2025-03-14T08:57:01.833666,75
494,33,quiz_attempt,2024-09-22T06:30:29.380054,112
495,72,login,2024-06-26T02:27:57.662894,51
496,2,login,2025-01-08T17:22:25.379027,33
497,36,login,2024-12-05T13:42:02.636299,51
498,76,login,2025-02-16T14:49:10.086247,74
499,88,quiz_attempt,2024-06-23T10:29:33.693457,
500,8,forum_post,2025-05-04T19:30:39.387674,
